id,customer_id,order_date,order_item,order_status
40,85,2021-12-31,"Mushroom - Oyster, Fresh",true
41,54,2022-01-12,Syrup - Pancake,true
42,23,2022-09-21,Cumin - Whole,false
43,83,2022-07-05,Chinese Foods - Pepper Beef,false
44,22,2022-01-18,Cranberry Foccacia,false
45,44,2022-01-23,Grapes - Red,true
46,36,2022-09-23,Cocktail Napkin Blue,false
47,54,2022-12-27,Tahini Paste,true
48,93,2022-05-05,Brandy Cherry - Mcguinness,false
49,43,2022-10-14,Shiro Miso,true
50,87,2022-10-24,Pepper - Green,false
51,70,2021-12-30,Napkin - Beverage 1 Ply,false
52,59,2022-03-14,Bag Clear 10 Lb,true
53,45,2022-09-08,Calypso - Pineapple Passion,true
54,50,2022-04-10,Kiwano,true
55,4,2022-05-11,Tomato - Plum With Basil,false
56,30,2022-09-19,"Wine - Red, Pinot Noir, Chateau",false
57,91,2022-03-19,Sloe Gin - Mcguinness,true
58,28,2022-02-15,Longos - Grilled Veg Sandwiches,true
59,46,2022-05-01,Cheese Cloth No 100,false
60,77,2022-12-25,Pork - Smoked Back Bacon,false
61,2,2022-01-31,Peas - Frozen,false
62,90,2022-07-17,Curry Paste - Madras,true
63,73,2022-10-12,Squash - Acorn,true
64,75,2022-05-24,Cheese - Camembert,false
65,47,2022-11-05,"Coconut - Shredded, Unsweet",true
66,66,2022-04-15,"Soup - Beef, Base Mix",false
67,42,2022-11-07,Lamb - Whole Head Off,true
68,94,2022-06-16,Tea - Orange Pekoe,false
69,97,2022-01-09,Nectarines,false
70,85,2022-06-27,Bacon Strip Precooked,true
71,29,2022-09-24,Bread - Frozen Basket Variety,true
72,78,2022-03-08,"Sauce - Soya, Light",true
73,71,2022-04-04,Cookies - Assorted,true
74,22,2022-03-01,Carbonated Water - Cherry,true
75,82,2022-02-06,Capicola - Hot,true
76,62,2022-07-18,Wine - Coteaux Du Tricastin Ac,true
77,77,2022-01-20,English Muffin,true
78,75,2022-06-08,Soup - Campbellschix Stew,true
79,38,2022-01-29,"Wine - Red, Gamay Noir",false
80,54,2022-04-10,"Wine - Red, Wolf Blass, Yellow",false
81,27,2022-04-17,Oil - Pumpkinseed,true
82,17,2022-06-14,Bagel - Sesame Seed Presliced,true
83,17,2022-11-20,"Lid - 10,12,16 Oz",false
84,77,2022-01-11,Oil - Avocado,true
85,98,2022-09-30,Bread - Rye,false
86,52,2022-11-06,Sauce - Soy Low Sodium - 3.87l,true
87,54,2022-08-21,Chocolate - Dark Callets,true
88,52,2022-02-01,Cheese - Fontina,false
89,44,2022-08-21,"Pepper - Red, Finger Hot",true
90,4,2022-05-13,Pate - Liver,false
91,79,2022-09-09,Sour Puss - Tangerine,false
92,78,2022-09-23,Sauce - Sesame Thai Dressing,true
93,40,2022-06-01,"Wine - White, Antinore Orvieto",true
94,77,2022-07-28,Sprouts - Pea,false
95,25,2022-01-28,Pork - European Side Bacon,true
96,76,2022-01-12,Juice - Propel Sport,false
97,93,2022-05-10,Bay Leaf,false
98,93,2022-01-24,Butter - Unsalted,false
99,26,2022-01-25,Container - Foam Dixie 12 Oz,false
100,60,2022-10-09,Campari,false
101,11,2022-08-18,Olives - Kalamata,true
102,12,2022-02-27,Arrowroot,true
103,50,2022-02-19,Ham - Cooked Italian,true
104,39,2022-05-26,"Lamb - Whole, Frozen",false
105,96,2022-08-04,Duck - Breast,false
106,84,2022-04-10,Kale - Red,true
107,98,2022-12-02,Herb Du Provence - Primerba,true
108,44,2022-07-23,Cheese - Parmesan Grated,false
109,36,2022-11-30,"Mushroom - Chantrelle, Fresh",false
110,56,2022-12-28,Chips - Miss Vickies,false
111,12,2022-03-12,Soup - Campbells Mac N Cheese,false
112,40,2022-03-07,Wine - Lamancha Do Crianza,false
113,20,2022-08-01,Trueblue - Blueberry,false
114,86,2022-06-03,Bouillion - Fish,true
115,15,2022-03-15,Bread - Italian Corn Meal Poly,true
116,78,2022-01-20,"Soup - Campbells, Classic Chix",false
117,13,2022-10-03,"Pork - Chop, Frenched",false
118,92,2022-11-06,Lettuce - Baby Salad Greens,false
119,65,2022-12-18,"Red Snapper - Fresh, Whole",false
120,48,2022-12-09,Roe - White Fish,false
121,26,2022-12-01,Duck - Fat,false
122,56,2022-02-01,Chip - Potato Dill Pickle,false
123,46,2022-07-30,Pork - Suckling Pig,false
124,95,2022-03-15,Sprouts - Bean,true
125,66,2022-08-24,Gooseberry,true
126,79,2022-01-18,Wine - Bouchard La Vignee Pinot,true
127,16,2021-12-29,Clams - Canned,true
128,73,2022-02-23,Devonshire Cream,false
129,60,2022-04-26,Lemon Pepper,true
130,89,2022-10-12,Pepper Squash,true
131,2,2022-05-12,Lemon Balm - Fresh,false
132,74,2022-09-03,Compound - Passion Fruit,true
133,59,2022-04-14,Tequila - Sauza Silver,true
134,84,2022-12-15,Carbonated Water - Lemon Lime,false
135,14,2022-03-10,"Veal - Inside, Choice",true
136,98,2022-09-16,Wine - Chateau Bonnet,false
137,52,2022-06-24,Tahini Paste,true
138,20,2022-02-27,Quail - Jumbo Boneless,false
139,39,2022-05-13,"Wine - White, Colubia Cresh",true
140,48,2022-02-05,"Bread - Roll, Canadian Dinner",false
141,92,2022-11-02,Wine - Cave Springs Dry Riesling,true
142,82,2022-03-21,Peach - Halves,true
143,78,2022-03-17,Wine - George Duboeuf Rose,false
144,33,2022-07-13,Jerusalem Artichoke,false
145,31,2022-05-30,"Cheese - Manchego, Spanish",false
146,8,2022-08-19,Soup V8 Roasted Red Pepper,false
147,32,2022-12-04,Food Colouring - Green,false
148,16,2022-01-14,Appetizer - Assorted Box,false
149,85,2022-09-30,Apricots - Dried,true
150,5,2022-08-17,Cake - Night And Day Choclate,false
151,41,2022-01-02,Squid - U - 10 Thailand,true
152,98,2022-01-28,Nantucket - Orange Mango Cktl,true
153,1,2022-01-09,Gelatine Leaves - Bulk,false
154,91,2022-01-23,Energy Drink,false
155,50,2022-09-21,Tumeric,true
156,12,2022-03-10,Spinach - Baby,true
157,1,2022-04-29,Cheese - Brick With Onion,false
158,79,2022-11-26,Tea - Mint,true
159,2,2022-12-28,"Veal - Tenderloin, Untrimmed",false
160,59,2022-02-12,"Apple - Delicious, Red",false
161,73,2022-01-06,Coffee - Dark Roast,false
162,89,2022-05-25,Propel Sport Drink,true
163,32,2022-10-26,"Coke - Classic, 355 Ml",true
164,54,2022-09-25,Appetizer - Cheese Bites,true
165,49,2022-08-17,"Yogurt - Blueberry, 175 Gr",true
166,44,2022-10-28,Beer - Fruli,false
167,71,2022-01-05,Kellogs Special K Cereal,true
168,57,2022-01-12,Silicone Paper 16.5x24,true
169,85,2022-05-21,Grapes - Red,false
170,59,2022-07-21,Pepperoni Slices,false
171,6,2022-08-22,"Wine - White, Riesling, Semi - Dry",false
172,22,2022-12-22,Wine - Vouvray Cuvee Domaine,false
173,36,2022-06-11,Crackers - Soda / Saltins,true
174,35,2022-04-05,Cookie Dough - Chocolate Chip,false
175,55,2022-02-09,Sherbet - Raspberry,false
176,50,2022-05-26,Cognac - Courvaisier,true
177,92,2022-07-26,Bagels Poppyseed,true
178,17,2021-12-29,Caviar - Salmon,true
179,92,2022-09-02,Wine La Vielle Ferme Cote Du,false
180,68,2022-01-27,V8 Splash Strawberry Banana,true
181,45,2022-10-03,Sage - Fresh,true
182,77,2022-05-10,"Pork - Tenderloin, Frozen",false
183,87,2022-03-24,Bread - English Muffin,false
184,35,2022-08-14,Flour - Fast / Rapid,true
185,62,2021-12-30,Sausage - Breakfast,true
186,47,2022-10-27,Cinnamon - Ground,false
187,49,2022-01-19,V8 Pet,true
188,89,2022-04-29,Energy Drink - Redbull 355ml,false
189,72,2022-03-23,Sea Bass - Whole,true
190,91,2022-11-16,Chocolate Bar - Smarties,true
191,13,2022-07-24,Turkey - Oven Roast Breast,false
192,19,2022-01-14,"Quail - Whole, Bone - In",false
193,54,2022-11-21,Pork - Side Ribs,false
194,15,2022-12-03,Wine - Dubouef Macon - Villages,false
195,19,2022-09-29,Lamb - Shoulder,false
196,32,2022-07-26,Chinese Foods - Chicken Wing,false
197,97,2022-05-26,Capers - Pickled,false
198,59,2022-05-21,Foil Cont Round,false
199,100,2022-03-31,Pork - European Side Bacon,true
200,23,2022-08-20,"Peas - Pigeon, Dry",false
201,76,2022-12-11,Wine - Champagne Brut Veuve,false
202,74,2022-04-28,Crawfish,true
203,69,2022-07-31,Steampan - Foil,false
204,63,2022-06-01,Pur Source,false
205,11,2022-08-02,Sauce - Sesame Thai Dressing,true
206,49,2022-08-19,Salt - Seasoned,false
207,7,2022-02-23,Mustard - Pommery,false
208,35,2022-10-04,Gatorade - Fruit Punch,true
209,18,2022-03-29,Corn Meal,false
210,66,2022-09-03,"Shrimp - Baby, Warm Water",false
211,51,2022-11-27,"Turkey - Breast, Double",false
212,58,2022-11-10,Cup - Translucent 7 Oz Clear,false
213,31,2022-11-24,Corn - Mini,false
214,79,2022-10-08,Wine - Manischewitz Concord,true
215,35,2022-10-07,Piping - Bags Quizna,true
216,79,2022-05-15,Cloves - Whole,true
217,56,2022-05-01,Pants Custom Dry Clean,false
218,88,2022-06-28,Vacuum Bags 12x16,true
219,64,2022-10-13,Cranberry Foccacia,true
220,71,2022-11-04,Lamb - Whole Head Off,true
221,16,2022-10-03,Red Currants,true
222,84,2022-10-24,Wine - Pinot Grigio Collavini,false
223,12,2022-06-16,Beer - Pilsner Urquell,false
224,10,2022-12-13,Pie Filling - Cherry,false
225,60,2022-05-01,Bread - Bistro Sour,false
226,81,2022-09-23,Puff Pastry - Slab,false
227,75,2022-09-12,Bar Nature Valley,true
228,16,2022-10-18,Wine - Prosecco Valdobiaddene,true
229,25,2022-09-01,Beef - Diced,false
230,2,2022-11-28,Bread Base - Italian,false
231,33,2022-02-12,V8 Splash Strawberry Kiwi,false
232,46,2022-10-23,Gherkin,true
233,6,2022-03-19,Fruit Salad Deluxe,true
234,69,2022-06-11,Lettuce - Lolla Rosa,false
235,34,2022-04-02,"Vermouth - White, Cinzano",true
236,32,2022-08-19,Monkfish - Fresh,false
237,53,2022-01-22,Water - Spring Water 500ml,false
238,42,2022-11-02,Lamb - Shoulder,true
239,48,2022-06-05,"Pork - Sausage, Medium",true
240,2,2022-09-24,Ocean Spray - Ruby Red,true
241,15,2022-12-11,Muffin - Blueberry Individual,true
242,13,2022-11-15,Syrup - Monin - Passion Fruit,true
243,29,2022-11-26,Croissants Thaw And Serve,true
244,89,2022-11-22,Cheese - Stilton,true
245,56,2022-02-25,Orange - Tangerine,true
246,64,2022-03-09,Chicken - Base,false
247,59,2022-09-21,"Pasta - Gnocchi, Potato",false
248,40,2022-04-08,Soup - Cream Of Broccoli,true
249,85,2022-10-26,Triple Sec - Mcguinness,true
250,81,2022-07-31,Wine - Bouchard La Vignee Pinot,false
251,80,2022-10-30,Pork - Back Ribs,true
252,8,2022-09-26,Drambuie,true
253,24,2022-09-30,Bread Ww Cluster,true
254,94,2022-04-24,"Flour - Buckwheat, Dark",true
255,54,2022-12-18,Wine - Champagne Brut Veuve,true
256,61,2022-12-21,Cake - Cake Sheet Macaroon,true
257,56,2022-02-15,Wine - Two Oceans Sauvignon,true
258,53,2022-02-25,Island Oasis - Lemonade,true
259,73,2022-07-08,The Pop Shoppe - Black Cherry,false
260,10,2022-07-17,Chocolate Eclairs,false
261,22,2022-10-24,Cranberry Foccacia,false
262,24,2022-03-23,"Jam - Marmalade, Orange",false
263,33,2022-10-24,Wine - Chateau Timberlay,true
264,12,2022-11-07,"Sauce - Apple, Unsweetened",true
265,97,2022-12-21,Soup - Campbells Chili Veg,true
266,46,2022-02-24,Wasabi Powder,false
267,19,2021-12-31,"Lamb - Leg, Diced",false
268,46,2022-02-05,Gatorade - Cool Blue Raspberry,false
269,48,2022-02-17,Sorrel - Fresh,true
270,19,2022-09-19,Wine - Barossa Valley Estate,true
271,85,2022-12-09,"Veal - Shank, Pieces",false
272,15,2022-08-30,Wine - Vidal Icewine Magnotta,false
273,69,2022-08-04,"Nut - Almond, Blanched, Ground",false
274,45,2022-01-26,Kellogs Cereal In A Cup,true
275,39,2022-10-24,"Soup - Campbells, Lentil",true
276,2,2022-01-05,Dr. Pepper - 355ml,true
277,89,2022-02-23,Scrubbie - Scotchbrite Hand Pad,true
278,67,2022-12-25,"Flour - Buckwheat, Dark",false
279,57,2022-08-03,Beets - Mini Golden,false
280,100,2022-04-19,Coffee Cup 8oz 5338cd,true
281,25,2022-06-26,Banana,false
282,98,2022-08-05,"Pasta - Shells, Medium, Dry",true
283,5,2022-06-06,Beer - Heinekin,false
284,14,2022-05-23,Beef - Ground Medium,true
285,63,2022-08-14,Skirt - 24 Foot,false
286,14,2022-04-13,Cheese Cloth No 60,false
287,49,2022-05-19,"Soup - Cream Of Broccoli, Dry",true
288,86,2022-03-18,Kellogs Special K Cereal,true
289,47,2022-12-25,Sobe - Green Tea,true
290,27,2022-11-18,"Coffee - Beans, Whole",true
291,73,2022-02-08,Cumin - Ground,true
292,83,2022-06-14,Kiwi,true
293,41,2022-05-15,Puree - Blackcurrant,false
294,79,2022-03-21,"Beef - Roasted, Cooked",true
295,2,2022-08-17,Chicken - Tenderloin,false
296,30,2022-01-03,Wine - Maipo Valle Cabernet,false
297,46,2022-05-15,Cherries - Frozen,false
298,75,2022-05-11,Appetizer - Assorted Box,false
299,42,2022-04-23,Asparagus - Mexican,false
300,10,2022-06-20,Juice - Cranberry 284ml,true
301,84,2022-10-17,Breadfruit,true
302,87,2022-06-30,Cake - Lemon Chiffon,false
303,57,2022-07-05,"Water - Mineral, Natural",true
304,25,2022-03-04,"Wine - Mas Chicet Rose, Vintage",true
305,78,2022-08-17,Sun - Dried Tomatoes,false
306,49,2022-07-25,Lime Cordial - Roses,false
307,37,2022-08-08,Tuna - Salad Premix,true
308,66,2022-05-03,"Juice - Tomato, 48 Oz",true
309,70,2022-10-29,Breakfast Quesadillas,false
310,35,2022-03-18,Cheese - Perron Cheddar,true
311,91,2022-08-03,"Jam - Raspberry,jar",true
312,54,2022-04-27,Versatainer Nc - 888,false
313,9,2022-04-08,"Carrots - Purple, Organic",true
314,31,2022-05-08,"Wine - Red, Cooking",true
315,9,2022-11-25,Bread - Multigrain,true
316,93,2022-06-15,Pork - Suckling Pig,false
317,30,2022-09-20,Clam Nectar,true
318,100,2022-07-03,Tea - Black Currant,true
319,68,2022-01-02,Flavouring - Raspberry,false
320,29,2022-09-03,Ice Cream - Life Savers,false
321,36,2022-10-19,"Tomatoes - Plum, Canned",true
322,80,2022-03-23,"Tart Shells - Sweet, 2",false
323,71,2022-05-17,The Pop Shoppe - Cream Soda,true
324,91,2022-06-07,Beef - Kobe Striploin,false
325,71,2022-11-25,Wine - Pinot Grigio Collavini,false
326,66,2022-10-04,Vanilla Beans,true
327,38,2022-06-09,Lamb Tenderloin Nz Fr,true
328,11,2022-04-06,Flavouring - Raspberry,true
329,35,2022-08-25,Tomato Puree,true
330,14,2022-06-29,Milk - Chocolate 250 Ml,true
331,72,2022-02-09,Juice - Mango,false
332,19,2022-06-15,Shrimp - Tiger 21/25,true
333,11,2022-01-08,Ham - Virginia,false
334,87,2022-02-06,Icecream Cone - Areo Chocolate,true
335,51,2022-04-12,"Juice - Grape, White",true
336,68,2022-08-12,Gelatine Leaves - Envelopes,false
337,26,2022-06-03,"Salsify, Organic",true
338,42,2022-06-03,"Fish - Artic Char, Cold Smoked",false
339,76,2022-09-13,Sour Puss - Tangerine,true
340,86,2022-05-06,Butter Balls Salted,true
341,59,2022-08-26,Table Cloth - 53x69 Colour,false
342,19,2022-08-24,Papadam,false
343,83,2022-11-28,Country Roll,false
344,36,2022-10-25,Tuna - Sushi Grade,true
345,41,2022-02-16,Wine - Riesling Alsace Ac 2001,false
346,38,2022-05-06,Mousse - Passion Fruit,false
347,67,2022-07-05,Ecolab - Hobart Upr Prewash Arm,false
348,63,2022-01-22,"Oil - Shortening,liqud, Fry",false
349,75,2022-10-06,Cognac - Courvaisier,true
350,22,2022-04-04,"Noodles - Cellophane, Thin",true
351,37,2022-03-02,Wine - Conde De Valdemar,false
352,93,2022-03-22,Trout - Smoked,true
353,44,2022-04-08,Amaretto,false
354,92,2022-01-16,Mangostein,false
355,74,2022-01-03,Remy Red,false
356,49,2022-06-03,Juice - Orangina,false
357,90,2022-02-07,Syrup - Kahlua Chocolate,true
358,23,2022-04-22,"Quail - Whole, Bone - In",true
359,72,2022-09-12,Sprouts - Alfalfa,false
360,31,2022-08-13,"Extract - Vanilla,artificial",true
361,52,2022-11-14,"Nut - Hazelnut, Ground, Natural",true
362,39,2022-11-13,"Turkey - Breast, Double",false
363,42,2022-10-10,Puree - Guava,true
364,95,2022-02-28,Sugar - Monocystal / Rock,false
365,49,2022-02-04,Crackers - Trio,true
366,30,2022-04-27,"Yeast - Fresh, Fleischman",false
367,13,2022-02-13,"Coconut - Creamed, Pure",false
368,29,2022-08-10,"Mushroom - Chanterelle, Dry",true
369,75,2022-08-06,Curry Powder,false
370,99,2022-08-03,Filo Dough,true
371,63,2022-05-01,Chives - Fresh,true
372,36,2022-06-24,Coconut Milk - Unsweetened,true
373,59,2022-11-01,V8 Splash Strawberry Banana,true
374,76,2022-02-26,Sterno - Chafing Dish Fuel,false
375,93,2022-12-03,Peas - Frozen,true
376,51,2022-02-19,Ginger - Pickled,true
377,10,2022-05-05,Milkettes - 2%,true
378,51,2022-01-22,"Turkey - Breast, Smoked",false
379,80,2022-05-14,Beer - Creemore,true
380,20,2022-04-13,Anchovy Paste - 56 G Tube,true
381,27,2022-11-01,Peach - Halves,false
382,40,2022-08-14,Table Cloth 54x72 White,false
383,67,2022-02-12,Beer - Blue Light,false
384,47,2022-07-16,Muffin - Mix - Mango Sour Cherry,true
385,78,2022-04-28,Table Cloth 62x120 Colour,true
386,10,2022-06-13,Table Cloth 54x54 Colour,true
387,70,2022-12-09,"Salmon - Atlantic, Fresh, Whole",true
388,41,2022-05-26,Cabbage - Green,true
389,88,2022-12-05,Blouse / Shirt / Sweater,true
390,19,2022-01-28,Duck - Fat,false
391,71,2022-08-07,Puree - Blackcurrant,true
392,47,2022-08-27,Emulsifier,false
393,31,2022-05-08,Ginger - Fresh,true
394,1,2022-11-26,Icecream - Dibs,true
395,86,2022-04-05,Sardines,true
396,82,2022-06-16,Squid - Breaded,false
397,25,2022-03-01,Calypso - Lemonade,true
398,19,2022-09-02,"Soup - Knorr, Country Bean",true
399,25,2022-05-25,Cranberries - Frozen,true
400,48,2022-02-27,Syrup - Pancake,true
401,94,2022-06-24,"Pineapple - Canned, Rings",true
402,94,2022-08-02,"Yogurt - Peach, 175 Gr",true
403,98,2022-10-26,Mix - Cocktail Strawberry Daiquiri,true
404,83,2022-02-17,Clams - Bay,true
405,24,2022-08-02,Beets,false
406,90,2022-01-15,Wine - Two Oceans Cabernet,false
407,31,2022-10-20,Longos - Chicken Wings,true
408,49,2022-09-22,Yeast Dry - Fleischman,true
409,7,2022-04-03,Ecolab Crystal Fusion,true
410,7,2022-06-24,Pastry - Carrot Muffin - Mini,true
411,95,2022-06-09,"Bread - Pita, Mini",true
412,57,2022-09-23,"Nut - Chestnuts, Whole",false
413,24,2022-01-06,Dome Lid Clear P92008h,false
414,4,2022-03-04,Sugar - Cubes,false
415,17,2022-11-05,Wine - Blue Nun Qualitatswein,false
416,41,2022-05-27,"Stock - Beef, Brown",false
417,88,2022-11-22,Venison - Liver,true
418,78,2022-10-24,Glass - Juice Clear 5oz 55005,false
419,46,2022-05-26,"Nut - Pine Nuts, Whole",false
420,43,2022-09-30,Pate - Peppercorn,true
421,99,2022-05-06,Garlic - Peeled,false
422,50,2022-12-22,"Tart Shells - Barquettes, Savory",false
423,7,2022-04-08,Nantuket Peach Orange,false
424,51,2021-12-31,Jameson Irish Whiskey,false
425,47,2022-09-08,Wine - Masi Valpolocell,false
426,3,2022-01-06,Baking Powder,true
427,24,2022-11-26,"Bread - White, Unsliced",false
428,77,2022-08-02,Cocoa Feuilletine,false
429,28,2022-09-29,Bagel - Plain,true
430,91,2021-12-31,"Beans - Kidney, Red Dry",true
431,66,2022-10-16,Flour - Bread,false
432,55,2022-01-13,Cocoa Butter,false
433,98,2022-05-31,Pineapple - Regular,false
434,99,2022-05-24,Ice Cream - Chocolate,false
435,20,2022-03-07,Sprouts - Baby Pea Tendrils,true
436,53,2022-04-25,"Soup - Campbells, Lentil",true
437,79,2022-05-03,"Beans - Long, Chinese",true
438,69,2022-12-11,Cherries - Fresh,false
439,87,2022-02-23,Muffin Mix - Banana Nut,false
440,62,2022-05-03,Melon - Honey Dew,false
441,84,2022-12-11,Coffee - Dark Roast,false
442,38,2022-02-28,Veal - Striploin,false
443,87,2022-05-16,Versatainer Nc - 8288,false
444,57,2022-11-04,"Olives - Black, Pitted",false
445,71,2022-05-19,Gatorade - Orange,true
446,49,2022-10-21,Nantuket Peach Orange,false
447,61,2022-03-11,Parasol Pick Stir Stick,false
448,40,2022-10-31,"Ecolab - Orange Frc, Cleaner",true
449,63,2022-06-26,Cake - Night And Day Choclate,false
450,18,2022-04-15,"Onions - Dried, Chopped",false
451,28,2022-05-13,Magnotta Bel Paese Red,false
452,11,2022-08-28,Tuna - Yellowfin,false
453,73,2022-09-02,Pastry - Mini French Pastries,false
454,57,2022-12-01,Foam Tray S2,false
455,38,2022-12-16,Lamb Rack Frenched Australian,true
456,64,2022-11-01,Muffin Mix - Corn Harvest,true
457,10,2022-09-04,Barramundi,false
458,69,2022-08-02,Fuji Apples,true
459,3,2022-11-01,Ecolab Crystal Fusion,false
460,11,2022-05-09,Chinese Foods - Pepper Beef,false
461,46,2022-04-05,Hold Up Tool Storage Rack,false
462,57,2022-02-05,Sauce - Rosee,false
463,31,2022-11-10,Sobe - Orange Carrot,true
464,49,2022-04-23,Wine - Magnotta - Bel Paese White,true
465,41,2022-07-11,Muffin Hinge 117n,false
466,32,2022-11-12,Potatoes - Mini White 3 Oz,true
467,43,2022-12-26,"Turkey - Breast, Bone - In",false
468,32,2022-04-11,Table Cloth 90x90 White,true
469,46,2022-08-15,V8 - Berry Blend,false
470,41,2022-05-31,"Cheese - Brie, Triple Creme",true
471,18,2022-04-22,Wine - Valpolicella Masi,false
472,28,2022-05-13,Bread - Crusty Italian Poly,false
473,90,2022-02-05,Chambord Royal,true
474,86,2022-11-11,Wine - Riesling Alsace Ac 2001,false
475,46,2022-06-14,Flower - Leather Leaf Fern,true
476,23,2022-03-21,Tahini Paste,true
477,2,2022-05-06,Vacuum Bags 12x16,true
478,24,2022-02-05,Barley - Pearl,false
479,89,2022-06-22,Sugar - Palm,true
480,69,2022-05-30,"Jam - Blackberry, 20 Ml Jar",true
481,27,2022-09-19,Mushroom - Crimini,false
482,76,2022-02-27,Towels - Paper / Kraft,true
483,19,2022-11-27,"Veal - Leg, Provimi - 50 Lb Max",true
484,60,2022-09-06,Pear - Prickly,false
485,44,2022-03-05,Cheese Cloth No 100,false
486,82,2022-11-26,"Fish - Artic Char, Cold Smoked",false
487,9,2022-08-29,Sugar - Monocystal / Rock,false
488,36,2022-05-29,Bread - Bistro Sour,true
489,36,2022-09-05,Radish,false
490,42,2022-04-27,Spice - Greek 1 Step,false
491,84,2022-07-14,"Juice - Tomato, 48 Oz",false
492,34,2022-08-04,Glaze - Apricot,false
493,37,2022-01-14,Pepper - Red Chili,true
494,64,2022-12-04,"Chilli Paste, Sambal Oelek",true
495,88,2022-10-22,Tuna - Bluefin,true
496,2,2022-03-20,Bag Clear 10 Lb,false
497,88,2022-09-26,"Noodles - Cellophane, Thin",false
498,49,2022-09-23,Tia Maria,true
499,95,2022-06-02,Coffee - Cafe Moreno,true
500,13,2022-10-23,Crackers - Trio,false
501,81,2022-02-25,Tray - 12in Rnd Blk,false
502,57,2022-05-27,Limes,false
503,1,2022-08-14,"Soup - Knorr, Chicken Noodle",false
504,23,2022-05-10,Lamb - Sausage Casings,false
505,79,2022-11-27,"Bread - Bagels, Plain",false
506,25,2022-12-10,Sugar - Monocystal / Rock,true
507,14,2022-01-15,Sambuca - Ramazzotti,true
508,81,2022-03-07,Plate Foam Laminated 9in Blk,false
509,11,2022-11-16,Kellogs Cereal In A Cup,true
510,100,2022-01-30,Lettuce - Treviso,false
511,22,2022-08-22,Island Oasis - Wildberry,true
512,10,2022-04-20,"Jam - Raspberry,jar",true
513,40,2022-10-22,Silicone Paper 16.5x24,false
514,76,2022-06-07,Cinnamon - Stick,false
515,73,2022-08-28,"Wine - Red, Gamay Noir",true
516,14,2022-10-26,V8 Splash Strawberry Kiwi,true
517,92,2022-03-25,Plate Foam Laminated 9in Blk,true
518,13,2022-12-26,Tea - Grapefruit Green Tea,false
519,20,2022-08-18,Muffin Mix - Raisin Bran,false
520,33,2022-02-24,Coconut - Whole,false
521,19,2022-07-17,Wine - Baron De Rothschild,false
522,45,2022-09-03,Devonshire Cream,true
523,5,2022-04-05,Soup - Campbells Mushroom,false
524,79,2022-12-07,Pail With Metal Handle 16l White,false
525,82,2022-07-03,Wine - Mondavi Coastal Private,false
526,1,2022-12-05,Milk - 2%,true
527,99,2022-01-26,Appetizer - Seafood Assortment,true
528,70,2022-07-04,Sauce - Mint,true
529,93,2022-12-07,Cheese - Parmigiano Reggiano,true
530,90,2022-08-19,French Pastries,false
531,66,2022-04-07,Jameson Irish Whiskey,false
532,100,2022-04-11,Anisette - Mcguiness,true
533,52,2022-10-21,Nantucket Cranberry Juice,false
534,44,2022-09-14,Salmon - Sockeye Raw,false
535,48,2022-02-03,Oranges,true
536,27,2022-12-07,"Beef - Tenderlion, Center Cut",false
537,34,2022-10-11,Appetizer - Mango Chevre,true
538,61,2022-09-25,Mini - Vol Au Vents,false
539,32,2022-04-17,Butter Balls Salted,true
540,26,2022-06-15,Wine - Red Oakridge Merlot,false
